title,openTypeList,detail
中选5号,农产品##农作物##植物##水稻##生物##自然,中选5号是中国水稻研究所用沪红早1号与辐8329杂交选育而成的迟熟早舢新品种。“中选5号”全生育期114天，株高85厘米，茎秆粗壮，分蘖中等，剑叶挺立，千粒重27克，结实率80%，一般亩产470-500公斤。
早粳占,农业##农作物##植物##水稻,早粳占，感温型常规稻品种。晚造平均全生育期111～113天，比对照种粳籼89短1～2天。株型适中，分蘖力中等，抗倒力中强，耐寒性中，后期熟色好。科高104.3～105.5厘米，穗长21.3～21.7厘米，亩有效穗18.3～18.8万穗，每穗总粒数147～148粒，结实率84.5%～85.2%，千粒重19.1～19.4克。
杂草稻,农业##植物##水稻##科学,杂草稻野性十足，比栽培稻早发芽、早分蘖、早抽穗、早成熟，一旦在稻田中安家落户，就会拼命与栽培稻争夺阳光、养分、水分和生长空间。
株两优189,植物##水稻##生物##自然##食物,株两优189，禾本目、禾本科、稻属，该组合属两系杂交中熟早籼， 分布于湖南、重庆、四川等地。
竹菲10,农作物##植物##水稻##生物##自然,竹菲10是1985年浙江省审定的常规稻。对比其他水稻：米质较好、较耐肥抗倒。适应在肥力较好的温州平原、台州等严寒地区种植。
舟903,农作物##植物##水稻,省级审定情况：1994年浙江省农作物品种审定委员会审定，1997年安徽省农作物品种审定委员会审定，2000年湖北省农作物品种审定委员会审定。
浙农大454,农作物##植物##水稻,浙农大454，浙江大学农业与生物技术学院选育。该品种属迟熟晚粳糯型常规稻品种，全生育期平均136.1天，与秀水11相仿。株高89.5厘米，分蘖力中等，穗型较大，穗长17.7厘米，每穗总粒数91粒，谷粒椭圆形，谷粒及谷尖呈黄色。
中优223,农作物##植物##水稻##生物##自然,中优223，属于植物界，种子植物门，单子叶植物纲，禾本科，由中国科学院华南植物研究所选育，2000年生产试验平均亩产511.56公斤，适宜在广东、广西中南部及福建省南部作早稻种植。
中早39,植物##水稻##自然,中早39，具有矮秆抗倒、抗逆力强、穗多粒重、稳产高产的优点，就象是一个提升版的新广陆矮四号。即使遭遇低温与长阴雨的多灾天气，它仍有千斤以上亩产。中早39适宜于直播、抛秧等高密度栽培。
准两优199,农业##植物##水稻,从湖南省农业厅公告“[湘农业发〔2010〕80号]”中获悉，我司自主选育品种准两优608、准两优199；引进品种株两优389、陵两优942、陵两优21、深优9588顺利通过审定。
株两优二一一,农业##植物##水稻,株两优二一一，该品种属籼型两系杂交水稻，一种籼型两系杂交水稻，产量高、品质优良。2005年参加长江中下游早籼早中熟组品种区域试验，平均亩产502.40公斤，比对照浙733增产6.19%（极显著）。
郑稻一八号,农业##植物##水稻,郑稻一八号是国家农作物品种审定委员审定的农作物品种之一。
准两优一一零二,农业##植物##水稻,准两优一一零二，该品种属籼型两系杂交水稻，由湖南隆平高科农平种业有限公司、国家杂交水稻工程技术研究中心选育，该品种熟期适中，产量高，米质优，高感稻瘟病。适宜在云南、贵州、重庆的中低海拔籼稻区（武陵山区除外）、四川平坝丘陵稻区、陕西南部稻区的稻瘟病轻发区作一季中稻种植。
株两优三零,农业##植物##水稻,株两优三零，农业种子型号，是由湘潭市农业科学研究所研制的。
株25S,农业##植物##水稻##自然,株25S是湖南省株洲市农科所用“株1S”为母本与“香125S”为父本杂交转育，育性转换监界温度在23.0℃以下，不育期在湖南一般稳定在60天以上，可繁性好，制种特性好，配合力强等，2007年3月通过湖南省农作物品格审定委员会品种审定，是生物学植物系统分类中双子叶植物纲下一个的物种名称。
Z优272,农业##植物##水稻##自然,Z优272这是一种水稻品种名称，该水稻品种来源于四川确良种业有限责任公司、四川神龙生物育种有限责任公司。该品种产量高，米质好。
中早38,农业##植物##水稻##自然,中早38是水稻的一个中熟早籼品种。丰产性较好。高抗稻瘟病，中感白叶枯病。适宜在浙江省作早稻种植，是生物学植物系统分类中被子植物门下一个的物种名称。
早花占,农业##农作物##植物##水稻,早花占属感温型常规稻品种。晚造平均全生育期107～108天，比对照种优优122长4～5天。株型中集，叶色浓绿，叶姿直，穗大粒密，抗倒力和耐寒性均为中强，后期熟色好。
株两优4024,农业##植物##水稻##自然,株两优4024，湖南农业大学、株州市农业科学研究所选育。在长江中下游作双季早稻种植，全生育期平均110.2天，比对照金优402短2.5天。
振优1993,农业##农作物##植物##水稻,振优1993，审定编号：粤审稻2010030 ，选育单位：汕头市农业科学研究所、广东省农业科学院水稻研究所，品种来源：振丰A/汕恢1993，是生物学植物系统分类中被子植物门下一个的物种名称。
株两优1号,农业##植物##水稻##自然,株两优1号是张少虎用株1S与天恢1号杂交选配的杂交早稻新组合。
中2优1286,农业##植物##水稻##自然,中2优1286，属禾本目，禾本科，拉丁名为Oryza sativa L。主要分布在浙江省沿江区和皖南山区。
株两优16,农业##植物##水稻##自然,株两优16是一种植物。软盘育秧3月10—15日播种，水育秧3月25日左右播种，秧田播种量每亩12.0公斤，大田用种量每亩2.0公斤。软盘抛秧于3.5叶左右抛栽，水育秧于4.5叶左右进行移栽。栽插规格5寸×6寸，每穴插2粒谷，亩插基本苗8—10万。亩施水稻专用复合肥50公斤作基肥，移栽后5—7天结合施用除草剂每亩追施5—7.5公斤尿素促进分蘖。浅水分蘖，够苗晒田，中后期均以干湿相间保持田间湿润为主，不要断水过早。注意防治稻瘟病、纹枯病、二化螟、稻纵卷叶螟、稻飞虱等病虫害。
宜香4106,农作物##杂交水稻##植物##生物##禾本科##自然##高新技术,宜香4106系由四川省宜宾市农科院水稻研究所配组育成的杂交水稻品种，具有高产、优质的特性，2006年通过国家审定。该品种属籼型三系杂交水稻。在长江上游作一季中稻种植全生育期平均153.7天，比对照汕优63迟熟0.9天。该品种熟期适中，产量高，高感稻瘟病，米质一般。适宜在云南省、贵州省、重庆市的中低海拔籼稻区（武陵山区除外）、四川省平坝丘陵稻区、陕西省南部稻区的稻瘟病轻发区作一季中稻种植。
中优08,农业##植物##水稻##自然,中优08是由江西省种子公司选育的杂交早稻组合，该品种株型适中，叶色绿，剑叶长挺，整齐度好，长势繁茂，分蘖力强，有效穗较多，稃尖无色，穗粒数较多，结实率高，千粒重较大，熟期转色好。
中9优801,杂交水稻##植物##生物##自然,中9优801是江西农业大学农学院用中9A×R801（明恢63/R187）杂交选配的杂交晚稻组合。2003年3月通过江西省农作物品种审定委员会审定，品种审定编号：赣审稻2003016。
中9优11,杂交水稻##植物##生物##自然,中9优11，属禾本目，禾本科，拉丁名为Oryza。主要种植在重庆市。
中优141,杂交水稻##植物##生物##自然,中优141是萍乡市农业科学研究所、海南神农大丰种业科技股份有限公司配组的杂交一季稻组合，亲本来源：中9A×R141（明恢63///708/迁矮18//26窄早）。2005年3月通过江西省农作物品种审定委员会审定，品种审定编号：赣审稻2005056。 中优141全生育期142.8天，比对照汕优63迟熟16.4天。该品种株型适中，植株整齐，长势繁茂，叶色淡绿，分蘖力强。
中9优601,农作物##杂交水稻##植物##生物##自然,中9优601，是一种水稻品种，属于被子植物门。2008年通过广东省农作物品种审定委员会审定，2006、2007年晚造参加省区试，平均亩产分别为514.6公斤和489.8公斤。
中9优115,农作物##杂交水稻##植物##生物##自然,中9优115是广东省农作物杂种优势开发利用中心、湛江泰源农业科技有限公司配组的感温型三系杂交稻组合。亲本品种来源：中9A/恢115。2008年通过广东省农作物品种审定委员会审定。
中优173,杂交水稻##植物##生物##自然,中优173由江西先农种业有限公司选育，属晚熟品种。该品种株型适中，剑叶宽长，分蘖力一般，有效穗中，长势繁茂，稃尖无色，穗大粒多，结实率较高，熟期转色好。
中优272,杂交水稻##植物##生物##自然,中优272是湖南亚华种业科学研究院配组的杂交晚稻组合，品种株型紧凑，生长整齐，叶色浓绿，叶片挺直，长势繁茂，分蘖力一般，有效穗一般，穗大粒多，结实率较高，熟期转色好。株高107.0厘米，亩有效穗16.8万，每穗总粒数149.4粒，实粒数117.2粒，结实率78.4%，千粒重27.1克。适宜江西全省稻瘟病轻发区种植。
中优208,杂交水稻##植物##生物##自然,中优208，属禾本目，禾本科。主要种植在浙江省。
中优329,杂交水稻##植物##生物##自然,中优329，属于禾本目，禾本科，是江西省农业科学院原子能应用研究所配组的杂交晚稻组合，全生育期123.3天，2004年平均亩产514.33公斤。适宜江西全省稻瘟病轻发区种植。
中优368,杂交水稻##植物##生物##自然,系四川农业大学水稻研究所和四川川单种业有限责任公司用中9A与自育的恢复系蜀恢368组配而成的中籼迟熟优质杂交稻组合。该品种全生育期148.6天，与对照汕优63相当。
中优4480,杂交水稻##植物##生物##自然,中优4480组合是广西钟山县种子公司利用中九A与恢复系4480组配育成的感温型中熟组合，平均亩产434.9公斤，比适宜广西桂中、桂北作早、晚造种植。
中优4202,杂交水稻##植物##生物##自然,中优4202，是德农正成种业长沙水稻所配组成的三系杂交中熟晚籼，全生育期114天左右。株高110 厘米左右，株型较紧凑，剑叶较长且直立。
中优616,杂交水稻##植物##生物##自然,江西省种子公司用中9A与先恢616配组的杂交晚稻组合。2008年3月通过江西省农作物品种审定委员会审定，品种审定编号：赣审稻2008021。 中优616全生育期121.7天，比对照汕优46早熟0.6天。
中优668,杂交水稻##植物##生物##自然,中优668，属禾本目，禾本科。主要种植在湖南省。
中优978,杂交水稻##植物##生物##自然,中优978是湖南省良种引进公司配组成的三系中熟杂交晚籼稻组合，亲本来源：中九A×良恢1号。2008年通过湖南省农作物品种审定委员会审定。
中优781,杂交水稻##植物##生物##自然,中优781是杂交稻。禾本科。在桂南种植，全生育期早造122～125天，晚造115天左右；株型稍散，叶片较长，株高110厘米，茎秆较软，抗倒性差，分蘖力中等，亩有效穗17～19万，穗长24～25厘米，穗总粒130～140粒，结实率78～84%，千粒重26～27克，是生物学植物系统分类中单子叶植物纲下一个的物种名称。
中优901,杂交水稻##植物##生物##自然,中优901组合是湖南省湘西自治州农业科学研究所配组的籼型三系杂交水稻，亲本品种来源：中9A×R901。2007年通过湖南省农作物品种审定委员会审定，品种审定编号：湘审稻2007033，是生物学植物系统分类中单子叶植物纲下一个的物种名称。
中优9801,杂交水稻##植物##生物##自然,中优9801，该品种属籼型三系杂交水稻，是重庆市涪陵区农业科学研究所用中9A与涪恢9801配组成的籼型三系杂交水稻组合，2004年参加长江上游中籼迟熟组品种区域试验，平均亩产579.10公斤。
中优9806,杂交水稻##植物##生物##自然,中优9806，属于植物界，种子植物门，双子叶植物纲，禾本目，禾本科，是湖南东方红种业有限公司、浙江国稻高科技种业有限公司配组成的三系迟熟杂交晚籼稻组合，在湖南省作双季晚稻栽培，全生育期120天左右。平均亩产504.76公斤，在湖南省作双季晚稻栽培，湘东、南6月16-18日播种，湘西、北适当提早2-4天播种，注意病虫害防治。2006年湖南省区试平均亩产510.86公斤，比对照威优46增产2.56%，不显著；2007年续试平均亩产498.66公斤，比对照增产6.38%，显著。两年区试平均亩产504.76公斤，比对照增产4.47%，日产4.16公斤，比对照高0.17公斤。
中优桂99,杂交水稻##植物##生物##自然,中优桂99系中国水稻研究所和江西省种子公司用中9A与桂99杂交选配而成的杂交晚稻组合。2001年通过江西省农作物品种审定委员会审定。品种审定编号：赣审稻2001017。大田一般亩产450公斤左右。
增杂茂三,杂交水稻##植物##生物##自然,增杂茂三属感温型两系杂交稻组合。株高100厘米，穗粒数160～180粒，结实率80％～90%，千粒重20～21克。
忠优78,杂交水稻##植物##生物##自然,忠优78，是重庆皇华种子有限公司用3678A不育系和忠恢166恢复系配组的中籼迟熟三系杂交水稻组合。
浙粳40,杂交水稻##植物##自然,浙粳40，原名：ZH209。是浙江省农科院作核所、杭州市余杭区种子技术推广站杂交选育的常规晚粳稻品种，该组合株形紧凑，分蘖力较强，植株高度适宜，后期青秆黄熟，属密穗型晚粳品种，生育期适中，抗性较好，中抗稻瘟病和白叶枯病，米质优于对照。适宜在全省作连作晚稻种植。
浙粳27,杂交水稻##植物##自然,浙粳27原名浙湖9827、ZH9827，是浙江省农科院作核所、杭州市种子技术推广站杂交选育的常规半矮生型晚粳稻品种。属于禾本科。适宜在杭州、湖州及生态类似地区作单季稻种植，是生物学植物系统分类中单子叶植物纲下一个的物种名称。
浙粳22,杂交水稻##植物##自然,浙粳22，是浙江省农科院作核所、杭州市种子公司杂交选育的常规晚粳稻品种。有株高适中，茎秆粗壮，较耐肥抗倒，分蘖力中等，穗大粒多等优点。适宜在浙江全省晚粳稻地区作晚稻种植。
浙粳41,杂交水稻##植物##自然,浙粳41原名R4101。是浙江省农业科学院作物与核技术利用研究所、中国农业科学院作物科学研究所、杭州市良种引进公司杂交选育的单季常规晚粳稻品种，属于中熟晚粳稻。适宜在浙江省粳稻区作单季稻种植。
浙优9号,杂交水稻##植物##生物##自然,浙优9号，是浙江省农科院作核所、浙江农科种业有限公司、宁波市种子公司配组的杂交晚粳稻组合。
中优36,杂交水稻##植物##生物##自然,中优36，中种集团绵阳水稻种业有限公司用中九A不育系和荣恢36恢复系配组成的中籼迟熟三系杂交水稻组合。适宜重庆市海拔800米以下地区作一季中稻种植
奥玉5号,植物##玉米##生物##自然,品种来源：母本OSL114是以中国农业大学选育的综3为母本，以河北省蠡县农科所选育的618为父本组配的杂交种为基础材料，经6代连续自交选育出的自交系。父本自交系91158引自蠡县农科所。
中优82,杂交水稻##植物##生物##自然,中优82组合是广西贺州市种子公司用中九A与恢复系明恢82组配育成的感温型中熟组合。2001年通过广西农作物品种审定委员会审定。
奥弗兰甜玉米,农业##农作物##植物##玉米,2008年秋季参加省区试，6个试点有2个试点比对照种粤甜3号增产，平均亩产鲜苞921.44公斤，比对照种减产1.26%，减产不显著；2009年秋季复试，7个试点有3个试点比对照种新美夏珍增产，平均亩产鲜苞979.63公斤，比对照种增产0.63%，增产不显著。2009年秋季参加省生产试验，平均亩产鲜苞936.3公斤，比对照种新美夏珍减产4.67%。
中优281,杂交水稻##植物##生物##自然,中优281是湖南怀化职业技术学院配组成的籼型三系杂交水稻，属三系杂交迟熟晚籼，在湖南省作双季晚稻栽培，全生育期120天左右。适宜湖南省稻瘟病轻发区作双季晚稻种植。
白果强丰,农作物##植物##玉米,白果强丰，番茄新品种，属无限生长型，中早熟品种，产量稳定，亩产4500-5000公斤，适于露地早春栽培或保护地种植。
白雪丽人,农业##植物##玉米##种子,白雪丽人，玉米品种。该品种是专家经多年选育而成的一代杂交种，具有果穗大，产量高，高抗病，品质佳，商品性好，适应性广等优点，是市场流行的好品种。
宝玉099,农业##植物##玉米,宝玉099是广西绿海种业有限公司以自交系黄98为母本与自交系979为父本组配成的玉米单交种。该品种于2008年5月通过广西壮族自治区农作物品种审。
白云2号,农作物##植物##玉米,白云2号，糯玉米单交种。春植全生育期84～85天，比香白糯迟熟1～2天。植株高大壮旺，生长势较强。株高211～216厘米，穗位高65～77厘米，穗长21.2～21.4厘米，穗粗4.8～4.9厘米，秃顶长1.6厘米左右。
帮豪58,农业##植物##玉米##自然,帮豪58是一种植物。该品种属中熟杂交玉米，在区试3000株/亩密度下，出苗至成熟115～130天，平均121.4天；株型半紧凑，株高264厘米，穗位高101厘米，叶色绿色，成株叶片数20～21片，花药黄色，颖壳浅紫色，花丝浅紫色；穗长21.5厘米，穗行数16.4行，行粒数36.5粒；穗形长筒型，穗轴红色，籽粒黄色马齿型，百粒重32.4克。品质主要指标：籽粒容重686克/升，粗蛋白含量10.46%，粗脂肪含量3.58%，粗淀粉含量69.74%。抗性评价：人工接种鉴定，该品种抗大斑病，中抗丝黑穗病、茎腐病和玉米螟，感小斑病和纹枯病。
北农青贮318,农业##植物##玉米##生物##种子##自然,北农青贮318 两年区试生物产量平均亩产877公斤，比对照农大108增产10.5%；生产试验生物产量亩产848公斤，比对照农大108增产15.3%。
北农青贮208,农作物##植物##玉米##种子,北农青贮208是一种玉米品种，母本2193选自美国杂交种78599。父本7922为外引系，选自美国杂交种3382，由辽宁省铁岭市农科院育成。株型半紧凑，株高324厘米，穗位高163厘米，茎秆柔韧，叶片较宽，叶色浓绿，持绿性好，收获期单株绿叶数13.1，收获期单株枯叶数2.9。
承单50,植物##玉米,承单50--由河北省承德市农业科学研究所选育，一般在河北省承德市中南部春播种植。承单50幼苗叶鞘紫色。成株株型紧凑，株高298cm，穗位126cm，全株叶片数23片左右，叶片绿色，生育期127天左右。雄穗分枝10~17个，花药紫色，花丝浅紫色。果穗筒形，穗轴红色，穗长18.1cm，穗行数20行，秃尖0.3cm。籽粒黄色，马齿型，千粒重348g，出籽率84%。2011年河北省农作物品种品质检测中心测定，籽粒粗蛋白(干基)8.73%，赖氨酸0.29%，粗脂肪3.66%，粗淀粉74.4%。
超早大丽人糯玉米,农业##植物##玉米##种子,超早大丽人糯玉米，玉米品种。
布鲁克2号,农作物##植物##玉米,2004年吉林省农科院植保所通过人工接种、按虫抗性鉴定表现：中抗大斑病（5MR）、感弯孢病（7S）、高抗丝黑穗病（OHR）、抗黑粉病（3.5R）、高抗茎腐病（OHR），抗玉米螟（3.7R）。绿花丝。果穗长柱形，穗长21.3cm，穗粗5.4cm，穗行数18-20行，穗轴红色，平均行粒数43粒，穗粒数750粒左右，出籽率83.8%，百粒重36.8g。
长玉16号,农业##植物##玉米##生物##种子##自然,长玉16号，优质玉米种子，由山西省农业科学院谷子研究所研发，适合重庆市海拔900米以下地区种植。该品种属中熟杂交玉米，在试验3000株/亩密度下，出苗至成熟118—144天，平均128.9天。
承玉5,农作物##植物##玉米,承玉5株高266厘米，穗位高118厘米，穗长18厘米，穗行数14～16行，穗轴白色，单穗粒重155.3克，籽粒黄色、硬粒型，百粒重33.1克。适宜河南、河北、江苏、安徽等夏玉米地区种植。
成单19,农作物##植物##玉米##生物##自然,成单19是四川省农业科学院作物研究所选育的玉米品种，株高225～248厘米，穗位高84～98厘米，果穗筒形，穗长20～24厘米，秃尖1.1厘米，穗行数16行，穗轴白、红色，籽粒黄色、半马齿型，出籽率86.5%，百粒重28克。
承玉358,农业##植物##玉米##自然,承玉358在东华北地区出苗至成熟128天，与郑单958相当，需有效积温2750℃以上。幼苗叶鞘浅紫色，叶片浅绿色，叶缘白色，花药浅紫色，颖壳绿色。2007～2008年参加东华北玉米品种区域试验，两年平均亩产750.5千克，比对照增产7.7%。2008年生产试验，平均亩产754.9千克，比对照增产8.4%。
承玉10,农业##植物##玉米,承玉10是玉米杂交种子，由承德裕丰种业研究所育成。承德地区春播126天，黄淮海区夏播93-101天，整个生育期需≥10℃积温2950℃。适宜东华北、黄淮海地区种植。
脆甜糯5号,农业##植物##玉米,"该品种属于甜糯类，出苗整齐,植株穗位较整齐，分蘖率较高，苞较易露顶，果穗较粗大均匀，行多粒小粒较深，秃尖较长，风味独特。产量与品质表现：2008年春季平均鲜果穗产量769.2千克/亩，比对照增产17.7%，2008年秋季平均鲜果穗产量643.0千克/亩，比对照增产20.0%，两季平均鲜果穗产量706.1千克/亩，比对照增产18.7%，增产点次75%。"
萃糯1号,农业##植物##玉米,母本ln-01是从引进的西星糯1号、苏玉糯2号、渝糯7号等10个综合表现优良的杂交种自然混合授粉2次，再从群体中选株连续自交6代而育成的糯玉米自交系；父本ln-02是京科糯2000的二环系。2007年春季平均鲜果穗产量764.9公斤/亩，比对照苏玉糯1号增产20.3%，2007年秋季平均鲜果穗产量759.4公斤/亩，比对照增产35.6%。两季平均鲜果穗产量762.2公斤/亩，比对照增产27.6%。
彩糯7-2,农作物##植物##玉米,彩糯7-2是一种杂交玉米，鲜食籽粒雪白紫白相间、皮薄渣少、口感甜粘细腻、穗型美观不秃尖。
长单43,农业##植物##玉米##自然,长单43是山西省农业科学院谷子所选育的玉米新品种，属于中熟杂交玉米。
东单13,植物##玉米##生物##自然,东单13，生育期春播130天，株高春播约295厘米，夏播及西南春播约243厘米，果穗长筒型，穗行数18行，籽粒黄色，马齿型，品质优，千粒重360克，株型紧凑，抗病性强，活杆成熟，喜肥，喜水，增产潜力大。一般亩产可达850公斤，高产田亩产可达1110公斤。
CF024,农作物##植物##玉米,CF024 - 品种资料 ;审定编号：国审玉2005002;品种名称：CF024;选育单位：中国农业大学;品种来源：母本X090，来源为热带种质TL-90B选系；父本为X178，来源为78599选系。
昌甜100,农作物##植物##玉米,昌甜100，该品种属于加强甜型甜玉米。从播种至鲜穗采收期84天左右，幼苗茎基部略带紫晕，株高230厘米，穗位74厘米，植株粗壮，株型平展。穗上节间拉长，茎杆笔直，叶片平展且尖端下披。
东单60号,植物##玉米##生物##种子##自然,辽宁东亚种子科学院1997年以A801为母本，C101为父本组配成。
彩糯,农作物##植物##玉米##种子,彩糯，别名玉米，早熟青食玉米一代新品种，该品种含支链淀粉，口食性好，具有糯嫩、香、甜性、营养丰富等特点，是市场畅销的首选优良品种。产于中国大陆。
敦玉11,植物##玉米##种子,敦玉11是普通玉米品种。幼苗叶鞘紫色，叶片绿色。株型紧凑，株高330厘米，穗位高130厘米，花丝粉色，果穗筒型，穗长22.8厘米，穗行数16—18行，行粒数40.2粒，穗轴白色，籽粒黄色、马齿型，百粒重38克，是生物学植物系统分类中被子植物门下一个的物种名称。
敦玉12,植物##玉米##种子,敦玉12 ，普通玉米品种。幼苗叶鞘紫色，叶片绿色。株型半紧凑，株高226厘米，穗位高82厘米，成株叶片数15—16片。抗病性，经接种鉴定， 高抗红叶病，中抗大斑病，中抗丝黑穗病，高感茎腐病，高感矮花叶病。抗倒性强。
登海11号,农作物##植物##玉米##生物##自然,登海11号玉米由登海种业股份有限公司选育而成，湖南农大金农种业有限公司引进湖南试种成功。2000年通过四川审定，2001年通过国家审定，2006年通过湖南审定(湘审玉2006001)，适宜在湖南省种植。
东单13号,农作物##植物##玉米,东单13号选用兼防丝黑穗病种衣剂进行种子包衣处理，选择中等以上肥力的地块种植。种植密度2800～3500株/亩。米麦间作、二比空种植时，密度为每亩3200～3600株。纯氮用量15.0～18.0公斤/亩，P2O5用量8.0～10.0公斤/亩，K2O用量8.0～10.0公斤/亩。适宜在东北、华北、西北、西南春玉米地区种植，栽培中注意预防丝黑穗病。
大玉3号,植物##玉米,由邯郸市冀南农业技术科学研究所选育的玉米品种，该品种适宜天津市夏播种植。特征生育期101天。幼苗叶鞘紫色，成株株型紧凑，株高265厘米，穗位114厘米，全株叶片数19片，雄穗分枝20个，护颖绿色，花药浅红色，花丝粉红色。果穗筒形，穗轴白色，穗长16.5厘米，穗行数16行，秃顶度0.5厘米。籽粒黄色，半马齿型，百粒重32.2克，出籽率87.2%。2011年，经天津市植保所鉴定：感小斑病（35.2%）、中抗弯孢菌叶斑病（15.6%）、抗黑粉病（2.9%）、感茎基腐病（38.9%）；经河北省农科院植保所鉴定：中抗小斑病，高感弯孢菌叶斑病，高感黑粉病（53.3%），中抗茎基腐病（17.5%）。
登海3721,农业##植物##玉米##生物##种子##自然,登海3721，玉米优质品种，由山东登海种业股份有限公司用DH323×DH835培育而成。原代号DH3721。株高280厘米，穗位高135厘米。果穗柱形，穗轴红色，穗长24.0厘米，穗粗5.0厘米，轴粗3.4厘米，穗行数17.5行，行粒数44.1粒，出籽率88.9%，千粒重335.1克，籽粒黄色、马齿型。含粗蛋白9.19%，赖氨酸0.366%，粗脂肪3.84%，淀粉76.9%。生育期133天，比对照豫玉22号早熟3天。高抗茎基腐病和红叶病，抗大斑病，中抗瘤黑粉病，高感丝黑穗病和矮花叶病。
长江玉6号,植物##玉米##种子##经济作物,长江玉6号，原名“P71”，由南通志飞玉米研究所以P28×P84配组，于2006年育成，南通市长江种子公司申请审定，属中熟半紧凑型普通玉米。
登海3686,农业##农作物##植物##玉米##种子,登海3686是新一代玉米杂交种，山东登海种业选育，2006年通过国家审定。属于美系品种。适宜在辽宁沈阳、铁岭、丹东、阜新、锦州、朝阳等有效积温在2800℃以上的中晚熟玉米区种植。
丹玉86号,农业##植物##玉米,丹玉86号是一种丹东农科院研究的杂交品。
德玉18,农业##植物##玉米,幼苗叶鞘紫色。成株株型较平展，根系较发达，株高289cm左右，穗位133 cm左右，全株总叶片22片左右，属中晚熟杂交种，春播生育期130天左右。适宜河北省春玉米区种植。中文学名德玉18 界植物界 品种来源北京德农种业有限公司，亲本组合SQ837×C005 审定情况2004年2月审定通过，审定编号冀审玉2004007号 特征特性幼苗叶鞘紫色。
东单11号,农业##植物##玉米,东单11号，玉米新品种。生育期沈阳为127天，夏播约97天左右。米质较好，抗病、抗倒伏、较抗旱，活秆成熟，平均亩产约685公斤，辽宁、吉林南部、河北、内蒙、四川、河南、江苏、安徽等均可种植。
丹玉90号,农业##植物##玉米,"丹玉90号是一种农作物玉米的品种之一，特征特性;黄色、马齿型、穗轴白色,成株：叶片绿色，株高287厘米，穗位125厘米，株形半紧凑，全株叶片21~22片。是丹东农科院于1997年以丹599为母本，丹T138为父本杂交选育而成。"
丹玉501,植物##玉米,丹玉501 ，由丹东农业科学院于2002年以自选系丹717为母本，以丹765为父本组配而成的单交种。母本以丹黄17×丹黄19为基础材料，经过连续自交6代选育而成。
大金甜,农业##植物##玉米,大金甜，甜玉米单交种。秋植生育期73～78天，比对照种粤甜3号迟熟2～5天，是生物学植物系统分类中单子叶植物纲下一个的物种名称。
福得二号,农业##植物##玉米##种子,福得二号，四川春播全生育期平均117天，与对照川单13相当。株高平均275厘米，穗位高平均98厘米，幼苗长势旺，成株叶片深绿色，株型半紧凑，单株总叶数17-19片，雄穗发达，护颖紫色，花药黄色；果穗筒形，穗轴红色，穗长约19厘米，行数16.5行，行粒数37.5粒，百粒重约30克，出籽率约85%，籽粒黄色、马齿型。籽粒容重713g/L，粗蛋白质含量10.6%，粗脂肪4.3%，粗淀粉78.2%，赖氨酸含量0.30%。人工接种鉴定：抗大斑病、纹枯病和茎腐病，中抗小斑病，感丝黑穗病。春播，在3月中旬到4月中旬播种，种植密度2800株/亩左右。
福单2号,植物##玉米##生物##粮食,福单2号，玉米品种，株型较紧凑，茎秆粗壮，根系发达。夏播生育期95天左右，春播生育期111天左右。适宜于湖南省种植。
富友一号,农业##植物##玉米,富友一号株高约281厘米，果穗锥型，红轴，穗行数16－18行，籽粒桔黄色，马齿型，百粒重42.1克。增产潜力大，适应范围广。
福华甜,农业##农作物##植物##玉米,2008年秋季参加省区试，6个试点均比对照种粤甜3号增产，平均亩产鲜苞1087.09公斤，比对照种增产14.24%，增产达极显著水平；2009年秋季复试，7个试点有6个点比对照种新美夏珍增产，平均亩产鲜苞1068.40公斤，比对照种增产7.45%，增产达显著水平。
丰禾3号,农业##农作物##植物##玉米##自然,丰禾3号（原代名禾9016）是黑龙江省双城市丰禾玉米研究所于2000年以自选系K503为母本，以H891为父本育成的杂交组合，是生物学植物系统分类中被子植物门下一个的物种名称。
丰垦白糯,农业##农作物##玉米##生物##种子##种子植物##自然,丰垦白糯玉米品种是内蒙古丰垦种业有限责任公司以FN-M为母本、FN-F为父本杂交选育而成。父母本均为外引系。适宜内蒙古自治区巴彦淖尔市、呼和浩特市、赤峰市适宜区种植。
桂单22号,农业##植物##玉米,桂单22号是广西区玉米研究所用双M9×5公杂交选育而成的单交种。
高玉811,农业##植物##玉米##生物##种子##自然,叶片淡绿色，株型紧凑。株高270厘米，穗位高120厘米，雄穗分枝12-18个，花粉量大，花药紫色。果穗锥形，花丝淡紫色，穗长20.8厘米，穗粗5.1厘米，轴粗3.1厘米，穗行数16行，行粒数41.7粒，穗轴白色，出籽率82.8%，千粒重349.6克。籽粒马齿型、黄色。含粗蛋白10.66%、赖氨酸0.313%、淀粉74.81%、粗脂肪3.79%，生育期141天。高抗茎基腐病，抗矮花叶病和大斑病，中抗丝黑穗病、瘤黑粉病和红叶病。
高玉818,植物##玉米##种子,高玉818，普通玉米品种。幼苗叶鞘紫色，叶片淡绿色。株型紧凑，株高260厘米，穗位高131厘米，成株叶片数21片，是生物学植物系统分类中被子植物门下一个的物种名称。
