title,openTypeList,detail
九山生姜,经济作物,简介/九山生姜 编辑 			 		兴国九山生姜是江西名特蔬菜之一，为兴国县留龙九山村古老农家品种。株高一般70~90厘米，分枝较多，茎秆基部带紫色有特殊香味，叶披针形、绿色。根茎肥大，姜球呈双行排列，皮浅黄色，肉黄白色，嫩芽淡紫红色，粗壮无筋，纤维少，肉质肥嫩，辛辣味中等，品质优质，入菜不锼，耐贮耐运，故有“甜香辛辣九山姜，赛过远近十八乡，嫩如冬笋甜似藕，一家炒菜满村香”之美传。它可以治疗胃腹冷痛、虚寒吐泻、饮食不振、消化不良、风寒感冒、咳嗽头痛等症状，以九山姜为原料加工制作的酱菜、五味姜、甘姜、白糖姜片、脱水姜片、香辣粉等食品。  刚出的黄姜 兴国九山生姜驰名古今，据《新唐书》中《元和郡县志》记载：九山生姜被唐朝列为虔州（今赣州市）贡品。相传，南朝宋高祖刘裕（寄奴）有两件宝，一是用千里光治金疮，另一件使是用生姜治感冒，刘氏丧国后，其后裔南逃，其中一支定居虔州，沦为客籍，把千里光和生姜带到了虔州，九山姜乃是出自皇宫内苑的珍品。传说虽属野史轶闻，无可考稽，甚至不无文人攀龙附凤，故作风雅之嫌，但九山生姜从唐代以来，就是“虔州贡品”这却是确凿无疑的史实。唐宪宗时期“元和郡县志”中早有明确记载。由此推断，坳丘圩种植生姜的历史，至少可以追溯到唐朝，千余年来，代代相承，绵绵不绝。早先年，坳丘圩还有“姜王”大赛的习俗，每年收姜的季节，全村选取产量最高，个体最大的一兜姜作为“姜王”，象状元游金街般鼓乐喧天，绕村一周，然后全村人分而食之。可见，种姜已成为九山村一种历史悠久的农事习俗，并且孕育了某种民俗文化的底蕴。  九山生姜的现状/九山生姜 编辑 			 		而今，老树再发新枝，九山生姜更是声名远播，行销江浙闽粤大半个中国。七十年代，还在上海设立了专门出口点，冠其名日：“中国九山姜”，飘洋过海，走向了世界，真可谓声威显赫，名闻遐迩。坳丘圩村民们借着改革开放的东风，用小小的九山生姜，铺就了一条通向小康的致富大道。坳丘圩四五十户人家，种姜面积达六百亩，每逢盛夏，山坡上，沟坎旁，片片葱翠的姜叶，碧绿的禾苗，摇曳多姿，交相辉映。收姜时节，南来北往的客商，大大小小的车辆，一堆堆黄灿灿的生姜，一张张绽开的笑脸，使一个偏僻的小山村，顿时变得象熙熙攘攘的繁华街市。使坳丘圩成为兴国边睡山区的一颗耀眼明珠。而今，随着种植技术的进步，生姜深度加工的不断拓展，九山生姜已在留龙、社富、杰村等全县十八个乡广泛种植，年平均产量达三百万公斤以上，成为兴国农村重要经济作物之一，并远销东南亚国家和港澳地区。  九山生姜
假鹰爪,假鹰爪属##双子叶植物纲##木兰亚纲##木兰目##植物##生物##番荔枝科##种子植物门##经济作物##自然##花卉##药用植物##被子植物亚门,假鹰爪（Desmos chinensis Lour.）又名一串珠、鸡爪凤、酒饼叶，为番荔枝科假鹰爪属直立或攀援灌木，有时上枝蔓延。开花时，先是绿色，后来慢慢变成黄白色，吊挂在枝上，像老鹰爪子一样。果序呈念珠状，初时绿色，成熟后变为红色或紫红色。花期4-6月，果期6月至翌年春季。 产于中国广东、广西、云南和贵州。印度、老挝、柬埔寨、越南和马来西亚、新加坡、菲律宾和印度尼西亚也有。 假鹰爪香气浓郁持久，一树花开，满园皆香，且树型美观，花果俱佳，所以是一种理想的观赏花卉和庭园绿化苗木。 假鹰爪花香味类似于依兰香，可提取芳香油，可供制造化妆品、香皂用香精等。此外，它的根、叶供药用，可治风湿痛、跌打扭伤、肠胃积气等；茎皮纤维可代麻制绳索，是人造棉和造纸的原材料；海南民间有用其叶来制酒饼，故有“酒饼叶”之称。（概述图片参考质料来源： ）
茶树菇高产稳产栽培技术,经济作物,茶树菇高产稳产栽培技术是一种增加产值的技术
德蔗95-7,农业##农作物##经济作物,株型直立，节间圆筒形，茎色黄绿色，暴光后紫褐色，有黑色蜡粉
毛花柱忍冬,中药材##植物##经济作物,毛花柱忍冬（学名：Lonicera dasystyla Rehd.）为忍冬科忍冬属的植物，产广东（肇庆鼎湖山）和广西。
江苏省农业科学院经济作物研究所,农业##江苏##经济作物,"百科名片/江苏省农业科学院经济作物研究所 编辑 			 		　　江苏省农业科学院经济作物研究所前身是创建于1932年的原中央农业实验所棉作系。建国后改名为华东农业科学研究所特用作物系，1958年更名为中国农业科学院江苏分院经济作物系，1961年院油料作物系并入，1977年启用现名。 　　经济作物研究所主要针对江苏省乃至全国棉花、油菜产业发展中的重大科学技术问题，在遗传育种、栽培生理和种质资源等领域开展应用研究、成果转化与应用基础研究。设有油菜研究室、棉花优异种质资源创新及优质高产抗病抗虫棉花新品种选育研究项目组和高产优质棉花综合栽培技术研究项目组。  人才团队/江苏省农业科学院经济作物研究所 编辑 			 		　　经济作物研究所现有科技人员22名，其中研究员6名，副研究员5名。科技人员中，有博士9名，在读博士3名,硕士8名。江苏省“333”人才2名。江苏省突出贡献专家2人。  机构组织/江苏省农业科学院经济作物研究所 编辑 			 		　　经济作物研究所建有国家油料作物改良中心南京分中心和农业部油菜原原种繁殖基地。有油菜品质分析、作物生理生化、分子遗传和分子生物学等实验室。拥有体视显微镜(OlympusSZX12)、生物显微镜(OlympusBX51)、石蜡切片机(LeicaRM2135)、梯度PCR仪(EppendorfMastercycleGradient)、电泳仪(Bio-RadPowerPac3000)、凝胶图像分析系统(Bio-RadGelDoc2000)、高速冷冻离心机(Sigma3K30)、近红外光谱仪(BRUKERMATRIXI)、气相色谱仪(Agilent6890)、凯氏定氮仪(BuchiK435/K370/B414)、油份测定仪(BuchiB811/B411)等仪器设备和配套设施。  科研成果/江苏省农业科学院经济作物研究所 编辑 			 		　　“十五”以来，先后承担和完成国家“973”、“863”、“支撑计划”、“自然科学基金”和省重大攻关等项目100多个。育成“苏杂3号”、“苏杂201”、“苏杂118”、“苏杂6号”和“苏彩杂1号”等5个棉花新品种和“宁油12号”、“宁油14号”、“宁油16号”、“宁油18号”、“宁杂1号”、“宁杂3号”、“苏优5号”、“宁杂9号”、“宁杂11号”和“宁杂15号”等10个油菜新品种。研制成功“棉花轻型简化栽培技术”、“抗虫杂交棉地膜精播稀植技术”和“新型微钵育苗技术”在大面积推广应用。先后获部省级以上科技成果14项、品种权3个、科技发明专利9个，共发表论文280多篇。"
梁蔗97-18,农业##经济作物,基本信息/梁蔗97-18 编辑 			 		　作物名称：甘蔗 　　品种名称：梁蔗97-18 　　审定编号：德审蔗200701号 　　选育单位：梁河县甘蔗技术推广站 　　选育人：陈灿、倪正昌等   形态特征/梁蔗97-18 编辑 			 		　　中茎，节间近圆锥形，茎色暴光前呈淡绿色，上面有淡红色的花纹，暴光呈黑色。节间长，植株高大直立，原料茎长，芽近似卵圆形，芽沟浅，叶片直立，叶尖弯曲，无毛，脱叶性极好。   生长特性/梁蔗97-18 编辑 			 		　　早熟、高糖、高产，新植出苗快，萌芽率高，分蘖率中等，宿根发株强，宿根性好，抗逆性强，生势旺盛，成茎率高，亩有效茎6000条左右，高产稳产；适宜中等以上肥力旱地、水田种植。植株高大，在大水大肥条件下易倒伏，在高温多湿季节叶片感黄点病，但对产量影响不大，适榨期为11月-3月。
克瑞森葡萄,经济作物##葡萄,克瑞森葡萄由美国California州Davies农学院果树遗传和育种研究室的David Rimmiag和Ron Tarailo采用皇帝与C33-199杂交培育的晚熟无核葡萄品种，开花期较往年提前，并有葡萄黄化现象。而且，果实膨大期是葡萄的需肥高峰期，为保证果实膨大对肥料需求，在花后要抓紧时间进行一次追肥。
连南瑶山茶油,农产品##经济作物,简介/连南瑶山茶油 编辑 			 		    连南瑶山茶油是连南瑶族治县传统食用油，历史悠久，可追溯到唐代，清朝康熙年间曾被官方极力推崇的名优物种，推广瑶区至百里瑶山繁衍发展，迅速发展到3万多亩。目前，连南山毛油茶林面积达10.5万亩，挂果林6万多亩，茶油年产量约600吨。连南瑶山茶油不仅色味清甘甜，无苦涩味，还具有消炎、祛毒、除斑积、解惊风、治疗高血脂等医药价值。深受消费者的喜爱，凡到连南的人们都爱购买连南瑶山茶油赠送给亲朋好友。  发展历程/连南瑶山茶油 编辑 			 		    为解决连南瑶山茶油的发展问题，积极提升特色产品的质量和档次，提高产品知名度，促进连南瑶山油茶产业发展，使连南油茶林产区的瑶民增产增收，2007年5月开始，连南县0申报连南瑶山茶油地理标志产品保护，并以此为契机，引进了一家投资2000多万元，年精加工千吨茶油规模的绿色茶油精加工企业。    连南瑶山茶油地理标志产品的成功申报和连南瑶山茶油精加工企业的成功引进，对连南瑶山茶油产业的发展起到了巨大的推动作用。由于地理标志产品品牌效应，以及特有资源，吸引了不少人到连南实地考察，目前又有一家企业准备落户连南投资办厂生产经营连南瑶山茶油。2006年油茶籽收购价在5.2-5.6元/公斤，毛油的收购价24-26元/公斤，2008年油茶籽收购价提高到8.4-9.6元/公斤，毛油的收购价提高到42-50元/公斤。连南瑶山茶油自实施地理标志产品保护以后，全县油茶产区加工、销售连南瑶山茶油的收入达2340万元，增收约1260万元，比实施保护前翻了一番。连南山毛油茶林区的瑶民收入增加一倍多，瑶民种植山毛油茶的积极性大增，瑶民变山为宝，大面积开垦荒山种植山毛油茶。       地理标志产品保护/连南瑶山茶油 编辑 			 		    连南瑶山茶油地理标志产品保护范围以广东省连南瑶族自治县人民0《关于建要求划定连南瑶山茶油产地范围的函》(南府函〔2007〕14号)提出的范围为准，为广东省连南瑶族自治县现辖行政区域。
科棉7号,棉花##植物##种子##经济作物,科棉7号，原名“科杂棉271”，转基因生物名称“科杂棉271”，由江苏省科腾棉业有限责任公司以[（苏棉9号/海7124）F1//苏棉9号]F1///中棉所12的后代为母本，GK19为父本杂交配组，于2006年育成，属转基因抗虫棉杂交一代种。
屏山茶业核心区,经济作物##茶叶,地理概况/屏山茶业核心区 编辑 			 		　　屏山乡地处福建省大田县东南部，距县城22公里，离泉三高速公路吴山互通口12公里、福州310公里、厦门210公里、泉州130公里、三明130公里。全乡总人口1.5万人，人均耕地0.6亩。乡政府所在地海拔1100多米，是三明市海拔最高乡镇。“山高、雾多、水甜、茶香”是屏山的鲜明特征，经省级以上茶叶专家鉴定屏山茶叶特点是：香气清幽锐长、滋味清醇甘鲜、汤色清澈蜜绿、叶底肥厚软亮。主要是因为高山气候凉爽，常年多雾，全年有一百多天云雾笼罩；昼夜温差大，光照适宜，生态良好，周围20平方公里内无工厂污染，生产高山优质茶自然条件得天独厚。  种植品种/屏山茶业核心区 编辑 			 		良种　　主要种植台湾金萱，铁观音、金观音、软枝乌龙等优良茶叶品种。产品多次获福建省名优茶奖，通过省农业厅和绿色食品发展中心“无公害产品”认证，有道牌茶叶获绿色食品标志，“东方美人茶”获2000年韩国茶人联合会国际金奖；“台式乌龙茶”获中国星级茶王赛名茶奖；“铁观音”在上海国际茶文化节中国名茶评比中荣获金奖，并且获2006年人文奥运——中国茶香世界会优质奖，产品主要销往日本、东南亚、台湾等国家和地区以及省内外各大城市。从2001年起，屏山茶叶获得省级以上各类评比13个名优茶，获得市级18个名优茶，县级名优茶37个。其中2007年在省名优茶评选中铁观音获得2个名茶奖、2个优质茶奖、金观音1个名茶奖。主导产业　　茶业已经成为屏山农民致富、农业增效的主导产业。如今，屏山已有茶园9700多亩，被确认为绿色食品生产基地，并得到省级领导、专家、新闻媒体认可。现有茶叶加工厂90多家，其中省级龙头企业2家，市级龙头企业2家，所有茶厂实现由手工生产向机械化生产的转变，茶叶质量持续提升；加大宣传和市场开拓力度，开通了全省首家乡级茶叶网站，全市首条生态茶叶街，有效拓展了屏山生态茶的市场空间；新一届乡党委政府提出了 “持续提升扬优势，务实运作促发展，建设闽中高山万亩可持续发展生态茶乡”的奋斗目标，坚持走发展绿色有机茶、生态茶的路子。今后一个时期，我们将抓住“屏山被县委县政府确定为大田县发展10万亩高山优质茶的核心区”的发展机遇，深入贯彻落实科学发展观，树立生态文明的理念，走可持续协调发展的路子，按照县委书记赵荣生同志提出“要引进现代优良的品种、现代化的技术、现代化的设施和设备、现代化的管理、现代化的理念，培育现代新型农民，科学发展茶业，注重保护生态，把核心区做大、做强、做精”的要求，全面推广“猪—沼—茶”生态循环农业模式，将茶业、沼气池建设、养猪业有效结合起来，促进有机茶叶发展，全面提升茶叶品质，带动茶产业链的延伸，促进茶产业又好又快发展。根据屏山茶叶核心区发展规划，至2010年，新建茶园10000亩，累计茶园面积达20000亩，实现产值1.8亿元。
绿背桂花,大戟科##有毒植物##植物##生物##经济作物##自然,绿背桂花，属大戟科，约有300余属8000多种，产温带及热带地区；我国约有67属约400种，分布产广东、广西、云南。
南雄烟叶,旅游##特产##生活##经济作物,黄烟是南雄一宝，南雄农民种烟、嗜烟，一辈子离不开烟；南雄卷烟厂产烟、销烟，“百顺”、“珠玑”行销各地。南雄最重要的经济支柱是黄烟，每年黄烟收入要占国民经济总收入的一半以上。
农大棉8号,农业##植物##生物##经济作物##自然,农大棉8号，锦葵目，锦葵科，株高83.1cm左右，生育期133 天左右。适合河北地区种植。
泗阳698,棉花##植物##种子##经济作物,泗阳698由江苏省农业科学院宿迁农科所以冀668优良选系泗阳628为母本，泗阳167与泗抗1号杂交育成的优良新品系泗阳739为父本杂交配组，于2005年育成，属转基因抗虫棉杂交一代种。
磐安白术,中药##旅游##特产##生活##经济作物,磐安特产白术在全国产区很多，以浙江磐安产的白术为著名浙白术道地药材。全县白术种植面积约2万亩，年产量3000多吨，约占全国总产量的25%，其外形似蛙（俗称“蛙术”），断面菊花纹，味清香，为白术中的精品。
苏杂061,棉花##植物##种子##经济作物,苏杂061，是棉花品种，由江苏省大华种业集团有限公司和江苏省农垦集团有限公司农业发展部以泗棉3号与苏棉12号的杂交后代为母本，GK19为父本杂交配组，于2005年育成，属转基因抗虫棉杂交一代种。皮棉亩产112.9公斤，适宜在江苏省枯萎病轻病区、非黄萎病区种植。
树葡萄,经济作物,树葡萄，一般多指嘉宝果（Plinia cauliflora（Mart.）Kausel）属于桃金娘科常绿灌木，因果实形状似葡萄，故又称树葡萄，此外它还有个好听的英文名：Jaboticaba。其成长缓慢，树皮浅灰色，呈薄片状脱落，脱落后留下亮色斑纹。叶对生，叶柄短，有茸毛，叶片革质，深绿色有光泽，披针形或椭圆形。其花簇生于主干和主枝上，有时也长在新枝上，花小，白色，雄蕊多数，顶着淡黄色的小花粉，散发出阵阵清香。嘉宝果适宜于中至高雨量的较凉爽热带和亚热带气候生长。大部分品种能耐一2.8℃低温，而有些品种能耐一4.4℃低温。实践证明，果苗已卖到天津，冬天零下10度，冰雪融化后，春苗芽随后发梢。
脱毒山芋,农业##经济作物,脱毒山芋，是利用现代高科技生物技术把病毒从山芋中分离出来，再用这种没病毒的山芋扩繁，向生产上提供脱毒的种芋和种苗，解决山芋栽培中的退化问题。
万亩葵园,地理##旅游##景区##景点##生活##社会##经济##经济作物,万亩葵园位于山东东营垦利县城北部，气势恢宏的胜利黄河大桥与东营黄河公路大桥之间，占地一万余亩，是万里黄河万顷泥沙在这里淤积而成的一片美丽、富饶的黄河滩地。万亩葵园在2011年7月6日举行盛大的开园仪式，并举行精彩纷呈的游园活动。据介绍，东营市垦利县委、县政府还将以万亩葵园的开发为突破口，打造以“黄河华滩”生态艺术公园、“黄河人家”文化旅游村落、“黄河方舟”主题公园、“海尚黄河”文化主题小镇、“黄河天街”休闲生活区五大板块为主要内容的占地18.5平方公里的旅游度假区，打造黄河三角洲地区和环渤海地区重要的旅游目的地。
蒲江猕猴桃,植物##水果##物种##经济作物,蒲江猕猴桃获蒲江的地理标志商标。蒲江县位于四川省成都市蒲江县位于北纬30度，是世界公认的猕猴桃最佳种植区，生态条件优越，品种资源丰富，市场基础良好。因其独特的气候、植被、生态环境，被誉为天然氧吧，也成为猕猴桃绝佳生长地。蒲江猕猴桃以其独特的品质，从四川走向了世界。蒲江县猕猴桃基地已创建成为“全国农业标准化示范区”、“出口质量安全示范区”。蒲江正全力建设有机产品认证示范县、中国猕猴桃之都。小果子成就大产业。
陶山甘蔗,植物##经济作物,陶山甘蔗，又名陶山果蔗，是浙江省优良果蔗品种之一。它皮薄质脆，渣松而软，汁多味甜，食性优良，历史悠久，为瑞安市有名的传统特产。
投资与创业,书籍##经济作物,《投资与创业》由中国生产力学会、黑龙江省生产力学会主管、主办的国家级经济类专业期刊。
兴国九山生姜,江西##经济作物##赣州,兴国九山生姜是江西名特蔬菜之一，为兴国县留龙九山村古老农家品种，现全县均有种植。株高一般70~90厘米，分枝较多，茎秆基部稍带紫色并具特殊香味，叶披针形、绿色。根茎肥大，姜球呈双行排列，皮浅黄色，肉黄白色，嫩芽淡紫红色，粗壮无筋，纤维少，肉质肥嫩，辛辣味中等，品质优质，入菜不锼，耐贮耐运，故有“甜香辛辣九山姜，赛过远近十八乡，嫩如冬笋甜似藕，一家炒菜满村香”之美传。
夏黑葡萄,经济作物##葡萄,夏黑葡萄（Summer Black），别名黑夏、夏黑无核黑葡萄，早熟欧美品种，7月就可以吃到葡萄了。 特点是早熟，无核，高糖低酸，香味浓郁，肉质细脆，硬度中等，在欧美葡萄里算比较硬。夏黑葡萄自然生长，果粒小，这是无核葡萄的共性，建议进行膨大处理。笔者提倡篱架栽培，自然扇形整枝，行距1．7m，株距0．8m，667平方米栽500株。人工疏果，耗时过大，可于盛花期坐果期酌浇小水，或结合喷杀菌药，有意识喷一下果穗，促其适度落花落果。夏黑葡萄花芽分化好，萌芽率高，结果枝率高。
咸菁,经济作物,咸菁，又叫田青、涝豆，是豆科田菁属植物。
苏棉28,棉花##植物##种子##经济作物,苏棉28，于2004年育成，属转基因抗虫棉杂交一代种。出苗较好，长势强，整齐度好。
西部乳业,乳业公司##奶粉##奶粉品牌##经济作物,西部乳业 从制造商到高端产品运营者 母傲新西兰被称为“世界净土”，天然牧场和农场占国土面积的50%以上，是全球公认的优质奶源产地。西部乳业（Westland Milk Products）则是来自这个乳业强国的第二大合作制乳品企业。另一方面，虽然西部乳业公司是新西兰第二大合作制乳企，也进入中国10年了，但一直以原料供应为主，可谓市场的幕后英雄。 目前新西兰西部乳业合作的品牌产品登陆中国的有格旺特Gravitas、母傲Mum’s pride 系列婴幼儿营养产品系列包括婴儿配方基粉(1阶段)、较大婴儿配方基粉(2阶段)、幼儿基粉(3阶段)。格旺特Gravitas、母傲Mum’s pride 系列婴幼儿营养产品系列原产于新西兰南岛中部，在生产过程中，采取了先进的湿混工艺，使生产过程达到最佳状态，从而确保乳品品质达到最优水准。 格旺特3合作制造就规模效应 西部乳业公司位于新西兰西海岸，在1937年由数家小型乳品公司合并而成。 新西兰大多数乳品企业都采取了合作制模式，这种经营模式已经存在了上百年。最初是由于没有良好的冷藏设备，奶农需要在牛奶坏掉之前把产品卖出去，所以参加各种合作社，保障产品的销路。之后，这种合作制模式发展至新西兰全国各地，其目的就是联合奶农的力量，整合资源，推动新西兰乳业的发展和繁荣，并向全球市场拓展。 为了提升行业集中度，加强监管，2001年新西兰政府进行了乳品行业重组，造就了全球最大的乳品企业恒天然，以及像西部乳业这样具有奶源优势及全球贸易经验的企业。    现在西部乳业公司已经拥有现代化的企业运作模式，在霍克提卡和罗莱斯顿的两处分公司有380多名雇员。2012年，西部乳业的营业总额达到5.34亿美元，累计从农场采集共5.87亿公升牛奶。 牛奶核心竞争力在奶农身上 70多年来西部乳业一直保持着独立的合作制企业的身份，向350多名西海岸的持股奶农收集奶源，而且奶农规模还在不断扩大。目前最大的一个奶农的供应量占到了公司总额的8%。 这些家族式经营的奶农正是西部乳业最核心的优势，每一个奶农都是公司的股东，他们的利益与公司息息相关，已经成为整个供应链中最重要的一部分。在新西兰西海岸，很多奶农一家三代都在与西部乳业合作，他们经营牧场，善待奶牛。这些诚实可信的奶农，保证了企业奶源的高品质。 除了建立起双方的互信基础外，西部乳业也给奶农制定了严格的行为准则。这套行为准则覆盖了整个牧场管理的方方面面，包括牧场的设施、牛棚的设施、动物食品处理、每天的奶源质量检测等方面。难能可贵的是，奶农也能够严格遵守这些标准。 新领导带来的转型 西部乳业将优质奶源加工成为黄油、奶粉、高端运动营养品和高端儿童营养品，这些产品销售到世界各地——公司所生产的约85%的乳制品被出口至全世界40多个国家。 2013年2月，西部乳业在新建的霍克提卡工厂开始生产婴幼儿营养产品。这是西部乳业现任CEO罗德·奎因（Rod·Quin）领导的一次转型。罗德拥有丰富的商业经验，也曾经在多国工作和居住。他执掌西部乳业之前，与几个大品牌如恒天然、雀巢等都有着成功的合作。在他任职期间，西部乳业的营业额增长了50%。 罗德不断谋求产品附加值的提升，他斥资2800万新西兰元建设了一家新工厂，生产婴幼儿配方基粉，使得西部乳业从纯粹的乳品制造商，转型为高营养价值乳制品的加工商和营销者。而罗德的另一个策略，就是要带领西部乳业成为全球意义的乳品制造企业，所以此次，他们的新产品也将市场目标瞄准了中国。 对话                           平价产品也能优质 其实，西部乳业向中国提供产品已经有十年多时间，在过去十年里主要输出的是商用奶粉、威士高黄油以及蛋白质制品。而中国客户也不断建议西部乳业向婴幼儿奶粉市场延伸，所以此次，他们通过和阿旺特国际乳业和新西兰活力牧场的合作推出了婴幼儿营养系列产品，逐步向婴幼儿奶粉市场领域延伸。 《中国食品评介》：西部乳业的业务范围遍及全球，您怎么看待中国市场的业务和发展？ 新西兰风景罗德·奎因：中国对西部乳业来讲是一个非常重要市场，每年公司年收入中有17%来自于中国市场，我相信未来我们在中国依旧能够沿着这个成功的轨迹发展。  同时我也看到，中国市场对于乳制品的需求依旧会非常强劲。这就要求我们奶源的供应要有一定的增长，产品开发上也要有适应性。所以现在我们在中国任命了一位市场开发经理，便于帮助我们了解中国市场的需求和客户的声音，更好地开拓中国市场。 《中国食品评介》：中国对洋奶粉的监管力度和进入的门槛都大大提高，现在市场的竞争非常激烈，西部乳业选择现在进入中国市场是否已经有所准备？同时对于洋奶粉的定价，中国也有了相关的反垄断措施，请问西部乳业如何看待这个问题？ 罗德·奎因：在我们向中国市场推出婴幼儿配方基粉之前，我们与中国市场的伙伴合作已有10多年时间，只是我们的品牌并未直接出现在终端。在这10多年间，我们和客户之间建立了良好的关系，我们了解他们的诉求和心声，这是为我们进入中国市场所作的积极准备。 关于中国政府的反垄断调查和各品牌降价现象，我觉得这是一个非常积极的工作。在食品饮料这方面，消费者有权要求获得安全的产品。中国政府应该与新西兰政府合作，整顿市场，也打击一些假冒新西兰的乳品，重新树立起中国消费者对于乳品市场的信心，这是非常重要。 由于对市场信心的缺失，中国消费者有一个认识的误区，那就是质量和价格是成正比的，这是一种中国特色的观念，但其实有很多平价的产品，质量也是可靠的。比如西部乳业的产品在价格上就是很有竞争力的，我们给每个客户的供应价，都会和他们具体去商定。虽然我们无法控制他们在终端的销售价格，但是我们会确保每个客户的供应链各环节安全，以保障我们的产品最终面对消费者时的品质。 《中国食品评介》：目前西部乳业推出的产品是基粉，而恒天然曾宣布会推出针对终端市场的产品，您是否也会有类似的计划呢？ 罗德·奎因：未来是否将婴幼儿配方产品打入终端市场，我们会将其纳入考虑范畴。但首先我们要考虑的问题是在婴幼儿配方奶粉市场上，西部乳业的优势以及能够真正给市场带来什么样的差异化。 我们虽然不是规模最大的企业，但我相信一句话，真正在市场上存活的企业未必是最大的，但一定是最灵活的。我们与客户的合作就会更灵活，关系更紧密。现在我们合作的系列产品已经在世界各地销售，而在中国，我们会选择和大型的、品牌声誉卓越的企业进行合作。因为我们的产品品质是通过他们的终端产品所反映出来，所以他们的声誉也会影响着我们的声誉，因此我们格外重视对于合作伙伴的选择。 格旺特
樱桃苗,经济作物,樱桃苗：樱桃树苗，其中山西天龙苗圃供大樱桃苗最为著名。
中国油茶之乡,经济作物,我国油茶主要分布在湖南、江西、广东、湖北、广西、福建等省，其中湖南、江西的油茶种植最广。由中国经济林协会评定的中国油茶之乡，主要有江西丰城市，湖南攸县，广东兴宁市、平远县，湖北麻城市、兴远县，湖南邵阳县，福建省福安市等。
湘西椪柑,水果##特产##经济作物,湘西椪柑，湖南省湘西自治州特产，中国地理标志产品。湘西是中国最适于发展柑橘种植的地区，种橘历史至少有两千多年。湘西州属亚热带季风气候，四季分明，降水充沛，光照充足，夏无酷暑，冬少严寒，非常适宜柑橘生长，是中国果品协会认定的“中国椪柑之乡”。湘西生产的椪柑素有“桔中之王”之美称。果实大小适中，呈扁圆形，果色橙黄，果皮易剥离，色泽鲜美肉质脆嫩化渣，汁多味浓，风味浓郁，可溶性固形物高。被评为中国消费市场公认畅销品牌，荣获中国绿色食品2004上海博览会畅销产品奖，通过中国绿色食品发展中心“绿色食品”认证。
星油藤,化妆品##经济作物,由星油藤种子经先进工艺低温压榨提取出来的星油藤油是纯天然、亲水性植物油，更易为人体消化吸收，被认为是世界上最好的植物油。
油橄榄疮痂病,病害##经济作物,油橄榄疮痂病在四川、陕西、湖北、广西等省（区）的油橄榄种植点都有不同程度的发生。为害油橄榄（Olea europaea）的果实、嫩枝、叶片和幼芽等器官，是造成落果、枯梢的重要原因。
