title,openTypeList,detail
灵岩茶,茶##茶学##茶文化,灵岩茶，因产自山东灵岩寺而得名。灵岩茶种植因纬度高、气温较低、昼夜温差大，鲜叶中叶绿素、蛋白质、多酚类物质含量高，干茶色泽、汤色和叶底均绿亮、品质好，灵岩茶具有叶片厚、滋味浓、耐冲泡的特点，被誉为“泉城第一茶”，有诗云“泉城水灵岩茶，相映生辉甲天下”。在第八届中国国际农产品交易会上，灵岩绿茶荣获金奖。  创始人/灵岩茶 编辑 			 		灵岩茶创始人为济南种茶创始人山东立泰山茶业科技开发有限公司董事长董庆国先生，董庆国先生曾荣获“山东省新农村建设突出贡献人物”、“山东茶叶行业十佳优秀企业家”、“山东省百名创业之星”、“济南市实用人才”、“南茶北引功勋茶人”等荣誉称号，入编《长清县志》、《济南年鉴（2004）》、《济南年鉴（2007）》。  历史渊源/灵岩茶 编辑 			 		据历史记载，茶道、茶文化始于灵岩寺。茶原产于四川、云南。公元前3世纪秦灭蜀国，此后茶树自四川移植关中、中原、江淮等地。饮茶约始于秦汉时期，当时是以茶为药。 山东地区较大规模茶树种植是从唐朝开始的，中唐时期的著作《封氏闻见记》卷六记载：“开元中，泰山灵岩寺有降魔师大兴禅教，学禅务于不寐，又不夕食，皆许其饮茶，人自怀挟，到处煮饮。从此转相仿效，遂成风俗，自邹、齐、沧、棣，渐至京邑，城市多开店铺，煎茶卖之，不问道俗，投钱取饮。其茶自江淮而来，舟车相继，所在山积，色额甚多。楚人陆鸿渐为《茶论》说茶之功效，并煎茶、炙茶之法，造茶具二十四事，以都统笼贮之，远近倾目，好事者家藏一副。有常伯熊者，又因鸿渐之《茶论》广润色之，于是茶道大兴，王宫朝市无不饮者。”这是关于饮茶之风形成过程的最早、最系统的记录，它明确地指出：茶道、茶文化始于灵岩寺。 灵岩寺始建于公元351年东晋时期，到了唐代灵岩寺与浙江天台山国清寺、南京栖霞寺和湖北江陵玉皇寺并称为全国四大名刹，成为黄河流域最负盛名的佛教圣地。隋唐朝代的皇帝们封禅泰山时几乎都要在灵岩寺“驻跸”几天。灵岩寺因拥有众多的田产，所以附近的六律庄、第四峪、小寺、野老庄、花岩寺的农家大多是寺院的佃户，因此灵岩寺的僧人及其佃户种茶供寺院饮用，具备了天时、地利、人和的各种条件。 灵岩茶历史渊源相关图片 灵岩茶历史渊源相关图片 (2张) 到了晚唐时期，继续向北延伸，五莲、胶南、泰安、济南长清灵岩寺一带陆续有了茶园，灵岩寺内有碑刻：“身在净土上方界，闲观野鸟鸣幽谷，顿觉超俗话新茶，再整衣冠拜佛牙……”中的“新茶”即为“长清灵岩茶”。后因北方气候严寒、战乱等原因，灵岩寺一带的茶树种植历史不具规模。直到2003年7月，董庆国终于种出济南市第一片40亩地的有机茶园，恢复了济南中断了千余年的种茶史。  主要产地/灵岩茶 编辑 			 		灵岩茶主要产自山东长清灵岩寺一带，长清灵岩茶种植基地现有茶园面积3000亩，东至济南市长清区万德镇拔山村，西至双泉镇大张庄，南至万德镇马套村，北至五峰山街道办事处石窝村，辖5个乡镇(办事处)32个行政村。  产地环境/灵岩茶 编辑 			 		济南市长清区属温带大陆性半湿润季风气候，与同纬度的内陆相比，具有气候温和、温差较小、雨水丰沛、光照充足、无霜期长的特点。年平均日照射数为2598.5小时，年平均气温11.3℃，年无霜期215天。茶树不耐低温，大多数茶树品种安全越冬要求温度不低于-10℃，但有些品种如浙江鸠坑茶、安徽黄山茶等，可忍受-15℃左右的低温。冬季采用覆盖塑料拱棚、保护地栽培等措施，基本解决了茶树的越冬问题。 长清区土壤从区境东南到西北依次分布着棕壤、褐土、潮土和风沙土。其中棕壤土发育在酸性岩上，呈微酸性反应，分布于万德镇和双泉镇、马山镇南部及泰安、肥城接壤的地方，五峰镇和张夏镇亦有小量棕壤分布，可利用面积36.5万亩。土层深厚，呈微酸性反应，土壤有机质含量高，富含锌、铁、硼、钙、镁、钼等中微量元素，这些都为茶叶营养成分优质化提供了有利条件。 长清区年平均降水量628.2mm，地下水源充足，水质清澈，无污染，水利条件配套齐全，农田排灌设施配套，达到了旱能浇、涝能排。灌溉用水含总铅、总镉、总汞、总砷、铬、钠、氟化物、氰化物、氯化物、PH值均符合国家灌溉水质标准，适合大面积灌溉。 茶树生长在北方，休眠期长，昼夜温差大，降雨相对减少，生长速度减慢，叶片肥厚，贮藏养分丰富。同时，北方栽培茶叶历史相对较短，病虫害发生相对较轻，农药使用量少或者不使用。因此，北方生产出的茶叶具有耐冲泡、滋味浓、香味独特等南方茶叶所不具备的特有的品质。  发展历程/灵岩茶 编辑 			 		千百年来，济南人饮的茶，无论绿茶还是花茶，都是南运而来，即使提起山东的茶叶，人们首先想到的是日照茶、崂山茶。但最终有一个人改写了当代济南“饮茶不产茶”的历史，建成了长江以北最大的有机茶园，这个人即为山东立泰山茶业科技开发有限公司董事长、“南茶北引”功勋茶人董庆国先生。 据济南市农业局调查，在1999年之前，济南境内没有一棵茶树。董庆国坚信，只要对土壤进行改造，并选择气候更适宜的土地，济南同样也能种茶。通过查阅1992年版《长清县志》了解到在长清区万德镇和双泉乡、马山乡南部与泰安、肥城接壤的地方，土壤为棕壤土，呈微弱酸性反应，适宜发展茶树种植。1999年春天，董庆国选择一块荒地作为茶园试验田，茶园没有水，就自己上变压器；土地荒芜，就进行土壤改造。建设过程中，先后动用100余人、30多辆车，将几千吨砂土、几百吨有机肥运往茶园，共投资200多万元，建设高标准有机茶园。济南没有现成的种茶成功经验可供借鉴，他就搜集大量种茶技术书籍，并聘请山东农业大学张丽霞博士、安徽农业大学詹罗九教授等国内知名专家亲临茶园指导，从土壤改造、园地规划，到茶树平衡营养施肥、茶叶加工工艺及成品茶包装储藏，一切都严格按照有机优质茶叶生产技术规程操作，建立完整的茶园配套设施。 1999年起，董庆国逐步进行试验性、小面积种植，2003年7月，终于种出济南市第一片40亩地的有机茶园，济南长清成为山东“南茶北引”北方成功种植纬度最高的区域之一。茶园面积虽微，却标志着长清区的茶园恢复了济南中断了千余年的种茶史。“趵突泉水甲天下，泉城更有灵岩茶”，灵岩茶园之茶树引“五步三泉”之水浇灌，取名灵岩绿茶，此茶精选一芽一叶精心炒制，色绿香高。由此也形成了南有“虎跑泉、西湖龙井”，北有“趵突泉、灵岩茗茶”的格局，成为当代茶中双绝。 在总结失败教训、成功经验的基础上，在济南市农业局、财政局、发改委、各级科协、长清区农业局、农业综合开发办公室等有关部门的大力支持下，经过不断的生产技术改进和品种改良，长清灵岩茶逐步形成了耐严寒、病虫害较少、宜管理的特点。长清灵岩茶种植因纬度高、气温较低、昼夜温差大，鲜叶中叶绿素、蛋白质、多酚类物质含量高，干茶色泽、汤色和叶底均绿亮、品质好。在第八届中国国际农产品交易会上，“长清灵岩茶”在众多茶叶品牌中脱颖而出，荣获金奖。近年来，济南市长清区委、区政府高度重视茶产业发展，把“发展茶产业，带动农民增收致富”列入长清区“十二五规划”，着力提高长清灵岩茶竞争力，推动茶产业的可持续快速发展。  灵岩茶的类别/灵岩茶 编辑 			 		灵岩茶，又名长清灵岩茶，分绿茶与红茶两个类别，即灵岩有机绿茶（灵岩绿）、灵岩有机红茶（灵岩红）。  灵岩茶特点及冲泡/灵岩茶 编辑 			 		灵岩绿茶的特点 长清灵岩茶因种植纬度高、气温较低、昼夜温差大，鲜叶中叶绿素、蛋白质、多酚类物质含量高，干茶色泽、汤色和叶底均绿亮、品质好；灵岩绿茶精选新鲜、匀净的鲜叶，经现代先进加工工艺精制而成，该茶外形挺直，条紧显毫、色泽绿翠光润，香气浓郁而持久，滋味甘醇且鲜爽，汤色嫩绿明亮，叶底翠绿肥壮。概括而言，灵岩绿茶叶片肥厚、茶叶香气高、滋味浓郁、耐冲泡、汤色嫩绿明亮，并带有独特的板栗香。 灵岩绿茶的冲泡 灵岩有机绿茶与水的比例大致为1：65，即每杯用3克左右茶叶，须200毫升80－85℃的开水（山泉水最佳）冲泡。向杯中划圆弧的注水少许，用以滋润茶芽，芽叶的身姿已经开始缓缓伸展，阵阵幽香恰也透过水雾而来，别有一番春回大地万物生的遐想。灵岩有机绿茶浓郁扑鼻的煮板栗香，并且经过高冲水后毫毛激荡回落了下来，汤色清澈明亮，茶芽峰苗朵朵秀立于杯中，仿佛让人感受到了雪雾天晴、松柏苍翠、深幽清新的灵岩美景。 灵岩红茶的特点 灵岩红茶是立泰山茶叶有限公司高级炒茶技师最新研发的功夫红茶。灵岩红茶原料细嫩，经萎凋、揉捻、干燥等典型工艺过程，外形条索紧直、匀齐、色泽乌润、香气浓郁、滋味醇甜而甘浓，汤色、叶底红艳明亮，具有独特的天然玫瑰花香，具有形质兼优的品质特征。 灵岩红茶的冲泡 第一步，将新鲜的冷水注入煮水壶里煮沸：水龙头流出来的水饱含了空气，可以将灵岩红茶的香气充分导引出来，隔夜的水、二度煮沸的水或保温瓶内的热水，都不适合来冲泡灵岩红茶。第二步，注入正滚沸的开水：以渐歇的方式温壶和杯，避免水温变化太大。第三步，投茶：冲泡浓茶，每人一茶匙的量(约2.5g的茶叶)，冲泡淡茶则适当减少茶叶量。第四步，将滚水注入壶里。可依个人喜好，在里面加入糖或牛奶，这样涩味会减低而且口感也变的丰富一些。 所获荣誉编辑 有机绿茶就是采用“有机种植法”种植茶树，其产品经检测符合国家有机食品标准的茶叶。有机茶是绿色食品饮料，具有清热去腻、降压抗癌、防止心血管疾病、延年益寿等保健作用。董庆国主持研制的灵岩绿茶，已通过中国有机产品和QS食品安全质量认证，具有叶片厚、滋味浓、耐冲泡的特点，被誉为“泉城第一茶”；新研制的有机红茶“灵岩红”，形似菊，香如兰，味若莲，被誉为“北茶之巾帼”。 2009年10月，灵岩绿茶被评定为中华人民共和国第十一届运动会指定绿茶； 2010年10月，灵岩绿茶荣获第八届中国国际农产品交易会金奖； 2011年1月，灵岩绿茶被评为“十大农产品品牌”百花奖； 2011年9月，灵岩绿茶被评为最受欢迎的济南品牌农产品； 2011年10月，灵岩牌茶叶被认定为济南名牌； 2011年10月，灵岩绿茶被评定为山东大众放心茶； 2011年10月，灵岩红茶荣获首届山东红茶交流评比二等奖。
黄练芽茶,茶##茶叶##茶学##茶的种类,黄练芽茶，其茶采自野生乔木黄练芽树，经几十道工序加工而成，具有清热解毒、解暑明目、生津止渴、解腻、降血脂、治痧症、痢疾、咽喉肿痛症等功效，其味不仅具有一般的茶香，而且药香浓郁实乃珍贵稀有的保健凉茶品。黄练芽茶在中国主要产地：湖南省醴陵市官庄乡小阳坑村。
江西省婺源茶叶学校,学校##教育##教育机构##机构##社会##社会组织##组织##茶学##茶文化,江西省婺源茶叶学校（上饶职业技术学院婺源校区）座落于中国最美乡村——婺源。学校源于1939年创办的江西省立婺源制茶科初级应用职业学校，1973年更名为江西省婺源茶叶学校，2005年成立了上饶职业技术学院婺源分院。学校教学设施齐全，专业教室先进，师资力量雄厚。学校顺应市场经济发展趋势，在继续发挥传统专业特色的基础上，增设新专业。加强实践教学，注重技能培养是茶校的教学特色。
《神州问茶》,书籍##出版##出版业##出版物##图书##文化##茶学##茶文化##茶道,《神州问茶》是林治所写，由人民文学出版社于2002年11月1日出版。
吴锡端,茶叶##茶学##茶文化,"吴锡端，男，毕业于安徽农业大学茶学系。曾在商业部土特产品管理司茶叶处、中国农副产品开发公司工作，现任中国茶叶流通协会秘书长,茶叶市场专业委员会主任委员。"
王登良,人物##农业##茶学,王登良，男，1954年12月出生。现任华南农业大学茶叶科学系主任，院学术、学位委员会委员，广东省茶叶协会理事，广州茶文化促进会理事，广东省农作物品种审定委员会茶叶品审专家，《中国茶叶》编委。2000年12月任茶学硕士点首席专家。
显毫,术语##茶叶##茶学##词语,显毫是茶叶感官审评术语，是指茶叶茸毛含量特别多。
云南农业大学龙润普洱茶学院,教育##社会##茶学##茶学文献,云南农业大学龙润普洱茶学院的前身是建于1972年的茶学专业。茶学是一门具有悠久历史和特色鲜明的传统学科，亦是一门涉及自然科学和人文科学的现代学科。茶叶既是云南的传统支柱产业，也是数百万山区农民的主要经济来源和地方财政的主要税源。为了适应云南茶产业的发展，做强、做优普洱茶，经有关部门批准，云南普洱茶研究院、国家普洱茶认证中心也相继成立，其不仅对云南茶产业跨越式的发展产生重要作用，同时也为学院的人才培养起到积极的推动作用。
王国鉴,人物##茶叶##茶学##茶文化,王国鉴 男，1937年6月生，福建省福州市人。1959年12月北京农业大学农学毕业。1987年获高级农艺师资格。曾任三明市经济作物局、农业局茶叶站站长。现任福建省茶叶学会常务理事。长期从事农业工作，曾工作过东北垦区与基层试验站，在茶叶技术推广工作中，结合当地实际，对普及茶树良种、改变当地单一茶类，开展名优茶生产、普及、提高生产、加工技术、提高茶叶集约化经营与总体水平做出的成效。
唐明熙,书法##人物##绘画##茶学,唐明熙（1944年1月25日～2011年8月24日），号黄山山人，男，安徽歙县人，茶学专科及大学数学学历，中国著名茶学家、书画家、诗人，中国茶学会会员，中国作物种质资源高级专家。
明清茶文化,历史##文化##茶##茶学,明清时期，中国茶业出现了较大的变化，唐宋茶业的辉煌，主要是表现在茶学的深入及茶叶加工，特别是贡茶，加工技术技术的精深。而明清时期，这种传统的茶学、茶业及至茶文化，因为经过宋元的社会动荡，而发生了很大的变化，也形成了自己的特色。
铜陵野雀舌,名茶##安徽##茶叶##茶学##铜陵,铜陵野雀舌茶简称野雀舌，为历史名茶，属绿茶类。乾隆饮后誉为“江南佳茗”。
原叶茯茶,茶学##茶文化##黑茶,原叶茯茶，属安化黑茶中的茯砖茶产品，精选安化云台山野生茶树原料，在制作过程中改革原有“切碎”工艺，完整保留了茶叶叶片原生态的外形，并将现代技术与传统“炭火烘焙提香”工艺结合精制而成。该茶获第七届中国国际茶业博览会金奖。
云铜普洱茶,普洱茶##茶叶##茶学,普洱茶是云南独有大叶种茶树所产的茶。而云铜普洱生茶采用于临沧自然生态原始森林中的古树乔木茶，以大叶种晒青毛茶为原料，精工细作而成。 云铜普洱茶条索紧结，显毫，茶汤金黄明亮，香气浓郁，滋味纯正，茶气足，滋味醇厚生津，具有越陈越香的特点。乃是茶中之佳品，饮品中之精品，收藏之极品
叶乃兴,茶叶##茶学##茶文化,叶乃兴，男，教授，研究员，1963年7月出生，福建寿宁县人，硕士生导师。现任福建农林大学园艺学院茶学系主任，福建农林大学茶叶科技与经济研究所常务副所长，福建省科技厅科技特派员。
杨贤强,茶##茶叶##茶学,杨贤强(1939年－)，男，1957年从越南回国，1964年毕业于浙江农业大学茶学系，1981年获农学硕士学位。现为浙江大学茶学系教授、博士生导师。全国高等农业院校教学委员会委员，浙江省茶叶学会理事，浙江省第七、八届政协委员，致公党浙江省委常委，浙江省侨联常委。
野尖茯砖黑茶,茶学##茶文化##黑茶,野尖茯砖黑茶产地为湖南，又名湖茶，产出时间1644年前后。
源茗茶,绿茶##茶叶##茶学##茶文化##茶艺,源茗茶，属绿茶类珍品之一，因其条索纤细如士女之秀眉而得名。产于江西省婺源县。外形壮实，条索匀直，白毫满披，色泽绿润，香高持久，滋味鲜浓，汤色明亮，叶底嫩绿，品质极佳，为绿茶珍品。
醉茶综合征,健康##生活##茶学##茶文化,新茶不可急于饮用，更不能多饮，存放1个月后喝才健康。如果新茶在制成后储存时间不足1个月，其中的茶多酚、醇类、醛类含量较高，不利于人体健康。特别是茶多酚含量最高的新绿茶，对人体的胃肠黏膜有较强的刺激作用。胃肠功能差者喝了以后容易引起腹痛便秘、口燥咽干等不适症状。患有慢性胃炎者，喝新茶会引起胃痛、腹胀等症状。频饮多饮新茶，会出现头晕失眠、四肢无力、胃痛腹胀、便秘等不良反应，称之为“醉茶综合征”。
张其生,人物##学者##茶学##茶文化##贵州,张其生，毕业于安徽农学院，是一位贵州高原资深的茶叶和茶文史专家。
中国名泉,茶学,基本信息/中国名泉 编辑 			 		　　书名： 中国名泉 作者： 胡素敏　卢金凯　朱光建  　　字数(千字)： 书号： 7-116-01010－6  　　页数： 150 出版日期： 1992-6  　　开本： 8开 出版物类别： 地质矿产  　　版次印次： 1992年6月第一版 出版社： 地质出版社  　　装帧： 精装  内容简介/中国名泉 编辑 			 		　　《中国名泉》画册，取材广、代表性强，采用图片与文字相结合的方法，对每个名泉的地质与水化学特征以及历史、传说与现状作了简要介绍；根据各名泉的地质、水文地质特征、成名原因及社会影响，经过综合对比分析，首次对名泉进行了分类尝试，为泉的研究、评价提供了初步的理论依据。画册内容丰富，图文并茂，是我国名泉的第一部集锦和珍贵档案。它对于系统了解我国各类名泉的概况、普及地学知识，提高人民群众的环境保护意识，以及宣传我国的大好河山和文明历史、激发人们对祖国山河的热爱、增强民族自豪感，进行爱国主义教育，都必将产生积极的影响；此外，对于开展国际地质科技交流和发展旅游事业，也会显示出重要的实用价值。  图书目录/中国名泉 编辑 			 		　　前言…………………………………………………(1) 　　中国名泉的类型、分布及特征……………………(3) 　　中国名泉……………………………………………(7) 　　中国名泉分布略图…………………………………(8) 　　1．小汤山温泉……………………………………(10) 　　2．热河泉…………………………………………(12) 　　3．汤泉……………………………………………(16) 　　4．赤城温泉………………………………………(18) 　　5．晋祠泉…………………………………………(20) 　　6．娘子关泉………………………………………(24) 　　7．广胜寺泉………………………………………(28) 　　8．阿尔山矿泉……………………………………(32) 　　9．克旗温泉………………………………………(34) 　　1 0．五大连池矿泉………………………………(36) 　　1 1．长白温泉……………………………………(40) 　　1 2．兴城温泉……………………………………(44) 　　1 3．汤岗子温泉…………………………………(46) 　　1 4．金州龙眼泉…………………………………(48) 　　1 5．趵突泉………………………………………(52) 　　1 6．黑虎泉………………………………………(56) 　　1 7五龙潭泉………………………………………(57) 　　1 8．珍珠泉(济南)………………………………(58) 　　1 9．崂山矿泉……………………………………(60) 　　20．中泠泉………………………………………(62) 　　21惠山泉…………………………………………(64) 　　22黄山温泉………………………………………(68) 　　2 3．虎跑泉………………………………………(72) 　　24龙井泉…………………………………………(74) 　　25玉泉……………………………………………(76) 　　26．招隐泉………………………………………(78) 　　27．北投温泉……………………………………(80) 　　28．关子岭温泉…………………………………(82) 　　29．百泉…………………………………………(84) 　　30．珍珠泉(安阳)………………………………(86) 　　31．卓刀泉………………………………………(88) 　　32．咸宁温泉……………………………………(90) 　　33．白沙泉………………………………………(92) 　　34．大龙洞泉……………………………………(94) 　　35．从化温泉……………………………………(96) 　　36．中山温泉……………………………………(100) 　　37．三元里矿泉…………………………………(102) 　　38．乳泉…………………………………………(104) 　　39．鹅泉…………………………………………(106) 　　40．华清池………………………………………(108) 　　41．月牙泉………………………………………(112) 　　42．酒泉…………………………………………(114) 　　43．五泉…………………………………………(116) 　　44．贵德矿泉……………………………………(120) 　　45．水磨沟温泉…………………………………(122) 　　46．北温泉………………………………………(124) 　　47．玉妃泉………………………………………(126) 　　48．翡翠泉………………………………………(128) 　　49．药王泉(贡嘎山矿泉)………………………(130) 　　50．三潮泉………………………………………(132) 　　51．安宁温泉……………………………………(134) 　　52．腾冲温泉……………………………………(136) 　　53．蝴蝶泉………………………………………(140) 　　54．搭各加间歇喷泉……………………………(144) 　　56. 可滋泉....................................................（147） 　　中国名泉基本情况一览表……………………… (150)  序言/前言/中国名泉 编辑 			 		　　泉，是地下水的天然露头，是一种水文地质现象。 　　泉遍布我国大陆和海岛，滋润着土地，是许多大江大河的源头。它与人类的繁衍和民族的生存环境息 息相关，是我们生存不可缺少的重要资源。而名泉则 为泉中之佼佼者，因实用、其观赏价值，或因与古迹 名胜同在而名扬遐迩。中国名泉是镶嵌在祖国大地上 的明珠，是中华民族的瑰宝。 　　我们的祖先很早就开发利用泉水，在出土的甲骨 文里，即有关于泉的记载。古老的诗集《诗经》，有 许多美丽的诗句赞美泉水的清澈、甘冽和涌流不息。 更有意义的是在古籍《尔雅》中，列举了相当于上升 泉、下降泉、侵蚀泉、问歇泉、季节性泉等各种各样 的泉，可以说是我国最早的泉的分类。 　　中华人民共和国建立以来，广大地质工作者对分 布在我国各地的泉做了大量调查研究工作，积累了丰 富的实际资料。 　　按照近代的研究，泉可以从地质学角度进行分 类，也可以据物理、化学特征分类。一些富含有益元 素的温泉、矿泉，具有很好的医疗保健价值。由于我 国幅员辽阔，自然环境多姿多态，各地的气候和地质 环境不同，形成了各种类型的泉。它们无论在科学研 究、旅游观赏还是在人民生活、工农业用水以及医疗 等方面的开发利用，都各有重要的实际意义。 　　近年来，随着旅游资源的开拓，我国名泉的观赏、旅游价值及知名度等更非昔日可比。各地有不少旅游点因泉而驰名古今中外，陕西临潼有骊山温泉，唐代便修建了华清宫；山东济南因有趵突、珍珠等72泉，故有泉城盛誉；江苏无锡惠山有“天下第二泉”，遂有一曲《二泉映月》，传向天外。还有许多名胜古迹，因有泉水而格外增辉，杭州西湖边有龙井泉，庐山东林寺有聪明泉，承德避暑山庄有热河泉，……总之，许多好去处大多有泉出露，所以泉也是一种宝贵的旅游资源。 　　随着改革的不断深化和对外开放的进一步扩大，随着社会主义现代化建设事业日益兴旺发达和人民生活水平不断提高，人民群众越来越多地希望了解我国名泉的情况，以至亲身去名泉观赏旅游。为了满足国内外广大旅游者的需要，将我国的部分大泉、名泉资料收集、整理，编辑出版，是非常必要的。它将会激励我们对祖国山河的热爱，促进全社会对保护自然地质环境的重视，同时对发展地质旅游以至整个旅游事业，扩大环境地质信息的国际交流，也会起到积极作用。 　　值此《中国名泉》出版之际，谨以此为序。
张星显,专家##学者##茶##茶叶##茶学,张星显，男，汉族，1963年9月出生，中共党员，茶学专业高级农艺师，硕士研究生。现任汉中市茶业协会副会长、汉中市茶产业发展协调指导委员会办公室副主任，汉中市农技中心开发部主任、（兼）市茶技站副站长。
宗祖薄片,茶学##茶文化##黑茶,宗祖薄片又名张良薄片、渠江薄片，相传为家启蒙者西汉名臣张良所造，其产地为湖南省安化县渠江镇一带，传承至今已有2300多年，是安化黑茶之祖。
云台山云雾茶,茶学,云台山云雾茶又名连云港云雾茶，是中国传统名茶，产自江苏省连云港市云台山一带。由汉族茶农创制于宋代。以其色、香、味、形俱佳而跻身于太湖碧螺春、南京雨花等名茶之列。古时候悟正庵的僧人每年精心采制，只得二、三斤，秘不示人，视作珍茗，招待贵宾。具有“味醇、色秀、香馨、液清”而驰名遐迩。清海州知州唐仲冕也把它当作茶王“龙团风饼。”
古韵茗家,茶叶##茶学文献##茶文化##茶道,此词条暂无内容，欢迎您参与编辑，享受分享贡献知识的乐趣。建议您在编辑词条之前，可先参考帮助中心文档，了解更多关于词条规范的信息。同时也可先熟悉编辑器的使用。若有疑问，欢迎联系： 在线提问：帮助小组联系我们友情提示：编写内容之前需删除以上内容。
湖州老茶,人物##博客##网络人物##茶学文献##茶文化,一、 湖州老茶，浙江湖州一个茶文化研究者的网名。他因从1961年分配至湖州工作，如今已经定居48年(其间居南浔18年，居湖州30年），是老湖州。自1951年进入杭州农业学校读茶科，1954年毕业，曾任茶叶干部，钱时霖、竺济法编的《中华茶人诗描》有收录。现与陆羽茶文化研究会同仁及湖州市、县茶人友好，同敬茶圣，同修茶学，同学茶事，同游茶地，同考茶迹，同研茶史，同读茶文，同吟茶诗，同说茶人，同享茶福，…………由于年届古稀，自谓“湖州老茶”。         二、湖州老茶，维客空间。         三\湖州老茶的博客：http://liguangde001.blog.sohu.com/
茶学说,文化##植物学##茶学文献##茶道,茶学说是茶道这一普遍概念下的子概念，它是茶道的六大外延之一。 　　茶学说是自然科学的一部分，它是反映人类研究一切茶叶、茶树的物质属性和研究如何认识茶叶、茶树的方法论。作为茶道的方法论中不可割裂的一部分，它是指有修行的茶人提出的，成体系的以茶叶、茶树为中心主题的学术观点，是用语言、文字表述、记载的文章或书籍。
千岛春露,茶##茶学文献,千岛春露，是新洲茗园力推一款茶品，由浙江新洲国际贸易有限公司下属淳安新洲制茶有限公司等基地生产，主产于美丽的千岛湖畔的鸠坑茶区。
《试院煎茶》,茶学文献,《试院煎茶》是宋代诗人苏轼的作品之一。
榕江茶,山茶属##山茶科##植物##生物##自然##茶学文献,产云南河口、广西大苗山等地常绿林，海拔1 000米山地。
《说茶饮茶》,茶学文献,说茶饮茶 内容简介本书是由中国农业科学院茶叶研究所俞永明研究员等编著的一部关于茶学知识的科普读物。内容包括：茶的历史沿革、茶类和名茶、茶的营养和药用成分、茶叶品质的识别、茶的贮存和保鲜、茶的品级规格及各地名优茶要览。本书涉及茶的方方面面，信息量大，知识丰富，具有很强的科学性、实用性、趣味性，并有浓郁的茶文化韵味。本书可供茶叶生产者、经营堵塞和广大茶叶消费者及茶文化爱好者阅读。 说茶饮茶 本书目录前言一、茶的历史沿革二、茶类和名茶三、茶的营养和药用成分四、茶叶品质的识别五、茶的贮存和保鲜六、茶的冲泡七、饮茶与健康八、饮茶习俗附录1.各类茶的品级规格附录2.各省区名优茶要览
小瘤果茶,山茶属##山茶科##植物##生物##自然##茶学文献,小瘤果茶是一种植物，产自贵州赤水金沙的沙田。小乔木，嫩枝无毛，干后有光泽。叶薄革质，狭披针形，长7-11厘米，宽2-2.5厘米，先端尾状渐尖，基部阔楔形或近圆形，上面深绿色，暗晦或稍发亮，下面黄绿色，无毛，侧脉每边7-9条，在上面明显，在下面能见，网脉在上下两面均不明显，全缘，叶柄长约1厘米。花顶生，无柄。
长凸连蕊茶,山茶属##山茶科##植物##生物##自然##茶学文献,长凸连蕊茶，小乔木，高4米，嫩枝纤细，无毛。分布于广西融水县泗涧山。形态特征：叶薄革质，长圆形，长9-11厘米，宽3-4厘米，先端尾状渐尖，尾部长2厘米，基部楔形，上面绿色，发亮，下面无毛，侧脉7-8对，不明显，边缘有细锯齿，叶柄长5-7毫米。蒴果单生于枝顶，果柄长7-8毫米；苞片4片，细小卵形，长0.5-1毫米，宿存；萼片5片，长约4毫米，下半部连生，无毛，先端圆形；蒴果卵形，长1.4厘米，宽1厘米，无毛，果爿薄，1室，种子1个，球形。果期8-9月。
河南省茶文化研究会,协会##组织##茶学文献,河南省茶文化研究会2007年2月23日于郑州成立，是由茶学界、茶经济界和茶文化界人士发起并自愿组成的，不以营利为目的的全省性、学术性民间组织，经政府主管部门批准登记注册。属独立的社会团体法人。
泡茶师,茶学文献,Tea maker	 	专司泡茶技艺的人员。起于中国台湾省。20世纪80年代，台湾一家茶业企业首次举办泡茶员培训班，结业后给每位学员颁发资格证书。后来，台湾陆羽茶艺中心把这种培训班固定在每年5月举办，并进行严格的“泡茶师检定考试”，内容分学科和术科两大类。学科为一般茶学常识，术科则要进行泡三种茶的技术考核，两项科目均通过后发给“泡茶师证书”。	 .................................. 参考《中国茶叶大辞典》 www.chichaqu.com
